Source;Target;weight
Excel;Mobile App Testing;1
Mobile App Testing;Excel;1
Excel;Communications;1
Communications;Excel;1
Excel;General Labor;3
General Labor;Excel;3
Excel;General Office;2
General Office;Excel;2
Excel;German;1
German;Excel;1
Excel;Interpreter;1
Interpreter;Excel;1
Excel;Sound Design;1
Sound Design;Excel;1
Excel;Electronic Forms;1
Electronic Forms;Excel;1
Excel;Selenium;1
Selenium;Excel;1
Excel;Linkedin;3
Linkedin;Excel;3
Excel;Google Sheets;4
Google Sheets;Excel;4
Excel;Excel Macros;4
Excel Macros;Excel;4
Excel;SQL;1
SQL;Excel;1
Excel;Microsoft SQL Server;2
Microsoft SQL Server;Excel;2
Excel;Database Programming;2
Database Programming;Excel;2
Excel;Portfolio Management;1
Portfolio Management;Excel;1
Excel;Data Analytics;2
Data Analytics;Excel;2
Excel;R Programming Language;1
R Programming Language;Excel;1
Excel;Full Stack Development;1
Full Stack Development;Excel;1
Excel;Microsoft Project;1
Microsoft Project;Excel;1
Excel;Project Scheduling;1
Project Scheduling;Excel;1
Excel;Contracts;1
Contracts;Excel;1
Excel;Planning Consulting;1
Planning Consulting;Excel;1
Excel;Format & Layout;1
Format & Layout;Excel;1
Excel;Cartography & Maps;1
Cartography & Maps;Excel;1
Excel;AutoCAD;1
AutoCAD;Excel;1
Excel;Building Architecture;1
Building Architecture;Excel;1
Excel;Power BI;2
Power BI;Excel;2
Excel;Database Development;1
Database Development;Excel;1
Excel;French;1
French;Excel;1
Excel;Videography;1
Videography;Excel;1
Excel;Data Extraction;1
Data Extraction;Excel;1
Excel;Delivery;1
Delivery;Excel;1
Excel;Freelance;1
Freelance;Excel;1
Excel;Parcel Delivery;1
Parcel Delivery;Excel;1
Excel;Pickup;1
Pickup;Excel;1
Excel;Travel Ready;1
Travel Ready;Excel;1
Excel;Wikipedia;1
Wikipedia;Excel;1
Excel;Blog Writing;1
Blog Writing;Excel;1
Excel;VB.NET;1
VB.NET;Excel;1
Excel;Cloud Networking;1
Cloud Networking;Excel;1
Excel;Data Architecture;1
Data Architecture;Excel;1
Excel;Powerpoint;2
Powerpoint;Excel;2
Excel;Product Descriptions;1
Product Descriptions;Excel;1
Excel;Tax Law;1
Tax Law;Excel;1
Excel;Data Visualization;1
Data Visualization;Excel;1
Excel;Charts;2
Charts;Excel;2
Excel;Public Relations;1
Public Relations;Excel;1
Excel;Moving;1
Moving;Excel;1
Excel;Article Submission;1
Article Submission;Excel;1
Excel;Java;1
Java;Excel;1
Excel;JavaScript;1
JavaScript;Excel;1
Excel;Azure;1
Azure;Excel;1
Excel;eBay;1
eBay;Excel;1
Excel;Power Converters;1
Power Converters;Excel;1
Excel;Presentations;1
Presentations;Excel;1
Excel;Stationery Design;1
Stationery Design;Excel;1
Excel;Budgeting and Forecasting;1
Budgeting and Forecasting;Excel;1
Excel;Business Analytics;1
Business Analytics;Excel;1
Excel;Resellers;1
Resellers;Excel;1
Excel;Customer Service;1
Customer Service;Excel;1
Excel;Sports;1
Sports;Excel;1
Excel;Typing;1
Typing;Excel;1
Excel;Legal Writing;1
Legal Writing;Excel;1
Excel;Data Analysis;1
Data Analysis;Excel;1
Accounting;Business Analysis;8
Business Analysis;Accounting;8
Accounting;Financial Analysis;10
Financial Analysis;Accounting;10
Accounting;Operations Research;1
Operations Research;Accounting;1
Accounting;Manufacturing;1
Manufacturing;Accounting;1
Accounting;Calculus;1
Calculus;Accounting;1
Accounting;Financial Modeling;1
Financial Modeling;Accounting;1
Accounting;Intuit QuickBooks;7
Intuit QuickBooks;Accounting;7
Accounting;Xero;4
Xero;Accounting;4
Accounting;Bookkeeping;7
Bookkeeping;Accounting;7
Accounting;Tax;4
Tax;Accounting;4
Accounting;Certified Public Accountant;1
Certified Public Accountant;Accounting;1
Accounting;Business Plans;2
Business Plans;Accounting;2
Accounting;Excel VBA;1
Excel VBA;Accounting;1
Accounting;Google Sheets;1
Google Sheets;Accounting;1
Accounting;Excel Macros;1
Excel Macros;Accounting;1
Accounting;Payroll;3
Payroll;Accounting;3
Accounting;Financial Research;7
Financial Research;Accounting;7
Accounting;Payroll HR S&E;1
Payroll HR S&E;Accounting;1
Accounting;Zoho;1
Zoho;Accounting;1
Accounting;Zoho Creator;1
Zoho Creator;Accounting;1
Accounting;Report Development;1
Report Development;Accounting;1
Accounting;Crystal Reports;1
Crystal Reports;Accounting;1
Accounting;Financial Accounting;1
Financial Accounting;Accounting;1
Accounting;MYOB;1
MYOB;Accounting;1
Accounting;Tax Law;2
Tax Law;Accounting;2
Accounting;Mathematics;1
Mathematics;Accounting;1
Accounting;CMS;1
CMS;Accounting;1
Accounting;Statistics;1
Statistics;Accounting;1
Accounting;Statistical Analysis;1
Statistical Analysis;Accounting;1
Accounting;Audit;1
Audit;Accounting;1
Accounting;External Auditing;1
External Auditing;Accounting;1
Accounting;Investment Management;1
Investment Management;Accounting;1
Accounting;English (US);1
English (US);Accounting;1
Business Analysis;Financial Analysis;6
Financial Analysis;Business Analysis;6
Business Analysis;Market Research;11
Market Research;Business Analysis;11
Business Analysis;Business Plans;18
Business Plans;Business Analysis;18
Business Analysis;Financial Research;6
Financial Research;Business Analysis;6
Business Analysis;Project Management;3
Project Management;Business Analysis;3
Business Analysis;Human Resources;1
Human Resources;Business Analysis;1
Business Analysis;Management Consulting;1
Management Consulting;Business Analysis;1
Business Analysis;Business Writing;13
Business Writing;Business Analysis;13
Business Analysis;Grant Writing;1
Grant Writing;Business Analysis;1
Business Analysis;Powerpoint;3
Powerpoint;Business Analysis;3
Business Analysis;Presentations;2
Presentations;Business Analysis;2
Business Analysis;Trading;1
Trading;Business Analysis;1
Business Analysis;Financial Markets;1
Financial Markets;Business Analysis;1
Business Analysis;Internet Research;1
Internet Research;Business Analysis;1
Business Analysis;Business Coaching;1
Business Coaching;Business Analysis;1
Business Analysis;Excel VBA;2
Excel VBA;Business Analysis;2
Business Analysis;Google Sheets;1
Google Sheets;Business Analysis;1
Business Analysis;Excel Macros;1
Excel Macros;Business Analysis;1
Business Analysis;Educational Research;1
Educational Research;Business Analysis;1
Business Analysis;Business Requirement Documentation;2
Business Requirement Documentation;Business Analysis;2
Business Analysis;Power BI;1
Power BI;Business Analysis;1
Business Analysis;Windows Desktop;1
Windows Desktop;Business Analysis;1
Business Analysis;Data Visualization;1
Data Visualization;Business Analysis;1
Business Analysis;Data Analysis;1
Data Analysis;Business Analysis;1
Business Analysis;Economics;1
Economics;Business Analysis;1
Business Analysis;Econometrics;1
Econometrics;Business Analysis;1
Business Analysis;Business Intelligence;1
Business Intelligence;Business Analysis;1
Business Analysis;Management;2
Management;Business Analysis;2
Business Analysis;Academic Writing;2
Academic Writing;Business Analysis;2
Business Analysis;Statistics;2
Statistics;Business Analysis;2
Business Analysis;Charts;1
Charts;Business Analysis;1
Business Analysis;Statistical Analysis;1
Statistical Analysis;Business Analysis;1
Business Analysis;Budgeting and Forecasting;1
Budgeting and Forecasting;Business Analysis;1
Business Analysis;Business Analytics;1
Business Analytics;Business Analysis;1
Business Analysis;Legal Writing;1
Legal Writing;Business Analysis;1
Financial Analysis;Trading;1
Trading;Financial Analysis;1
Financial Analysis;Financial Markets;1
Financial Markets;Financial Analysis;1
Financial Analysis;Business Plans;1
Business Plans;Financial Analysis;1
Financial Analysis;Journalism;1
Journalism;Financial Analysis;1
Financial Analysis;Real Estate;1
Real Estate;Financial Analysis;1
Financial Analysis;Real Estate Tax;1
Real Estate Tax;Financial Analysis;1
Financial Analysis;Financial Research;7
Financial Research;Financial Analysis;7
Financial Analysis;Portfolio Management;1
Portfolio Management;Financial Analysis;1
Financial Analysis;Payroll;1
Payroll;Financial Analysis;1
Financial Analysis;Investment Management;1
Investment Management;Financial Analysis;1
Flask;Python;12
Python;Flask;12
Flask;JavaScript;5
JavaScript;Flask;5
Flask;User Interface Design;1
User Interface Design;Flask;1
Flask;Django;1
Django;Flask;1
Flask;Jinja2;1
Jinja2;Flask;1
Flask;Bitcoin;1
Bitcoin;Flask;1
Flask;Typescript;1
Typescript;Flask;1
Flask;Web Security;1
Web Security;Flask;1
Flask;SQL;1
SQL;Flask;1
Flask;Amazon Web Services;1
Amazon Web Services;Flask;1
Flask;Ubuntu;1
Ubuntu;Flask;1
Flask;Nginx;1
Nginx;Flask;1
Flask;React.js;1
React.js;Flask;1
Flask;Redux.js;1
Redux.js;Flask;1
Flask;Java;1
Java;Flask;1
Flask;Twitter API;1
Twitter API;Flask;1
Flask;Google APIs;1
Google APIs;Flask;1
Flask;Microsoft Azure;1
Microsoft Azure;Flask;1
Flask;.NET Core;1
.NET Core;Flask;1
Flask;Web API;1
Web API;Flask;1
Python;C Programming;19
C Programming;Python;19
Python;OpenCV;7
OpenCV;Python;7
Python;Raspberry Pi;9
Raspberry Pi;Python;9
Python;Web Scraping;36
Web Scraping;Python;36
Python;Data Mining;19
Data Mining;Python;19
Python;JavaScript;32
JavaScript;Python;32
Python;Web Hosting;3
Web Hosting;Python;3
Python;Programming;6
Programming;Python;6
Python;API;5
API;Python;5
Python;Bitcoin;3
Bitcoin;Python;3
Python;Blockchain;6
Blockchain;Python;6
Python;Ethereum;1
Ethereum;Python;1
Python;Shell Script;2
Shell Script;Python;2
Python;Software Testing;3
Software Testing;Python;3
Python;Algorithm;8
Algorithm;Python;8
Python;Trading;5
Trading;Python;5
Python;User Interface Design;1
User Interface Design;Python;1
Python;Pytorch;4
Pytorch;Python;4
Python;Java;12
Java;Python;12
Python;Windows Desktop;5
Windows Desktop;Python;5
Python;Django;18
Django;Python;18
Python;Jinja2;1
Jinja2;Python;1
Python;Statistics;8
Statistics;Python;8
Python;Ionic Framework;1
Ionic Framework;Python;1
Python;Mobile App Testing;1
Mobile App Testing;Python;1
Python;Web Security;3
Web Security;Python;3
Python;Network Security;1
Network Security;Python;1
Python;Node.js;7
Node.js;Python;7
Python;phpMyAdmin;1
phpMyAdmin;Python;1
Python;Database Administration;1
Database Administration;Python;1
Python;Umbraco;1
Umbraco;Python;1
Python;Frontend Development;1
Frontend Development;Python;1
Python;Selenium;6
Selenium;Python;6
Python;Email Developer;1
Email Developer;Python;1
Python;Operations Research;1
Operations Research;Python;1
Python;Combinatorial Problem Solving;1
Combinatorial Problem Solving;Python;1
Python;Genetic Algorithms;1
Genetic Algorithms;Python;1
Python;Deep Learning;8
Deep Learning;Python;8
Python;Tensorflow;4
Tensorflow;Python;4
Python;PySpark;1
PySpark;Python;1
Python;Apache Hadoop;1
Apache Hadoop;Python;1
Python;React.js;5
React.js;Python;5
Python;SQL;4
SQL;Python;4
Python;Typescript;1
Typescript;Python;1
Python;AI (Artificial Intelligence) HW/SW;2
AI (Artificial Intelligence) HW/SW;Python;2
Python;Software Development;7
Software Development;Python;7
Python;Coding;6
Coding;Python;6
Python;Pine Script;3
Pine Script;Python;3
Python;DevOps;1
DevOps;Python;1
Python;Cloud;1
Cloud;Python;1
Python;Statistical Analysis;2
Statistical Analysis;Python;2
Python;Data Science;7
Data Science;Python;7
Python;Golang;2
Golang;Python;2
Python;Linux;13
Linux;Python;13
Python;Docker;5
Docker;Python;5
Python;SQLite;1
SQLite;Python;1
Python;HTML5;4
HTML5;Python;4
Python;R Programming Language;4
R Programming Language;Python;4
Python;Data Visualization;3
Data Visualization;Python;3
Python;RSS;1
RSS;Python;1
Python;Artificial Intelligence;2
Artificial Intelligence;Python;2
Python;Data Analytics;3
Data Analytics;Python;3
Python;Data Extraction;2
Data Extraction;Python;2
Python;Data Analysis;2
Data Analysis;Python;2
Python;Fortran;1
Fortran;Python;1
Python;Mathematics;6
Mathematics;Python;6
Python;NumPy;1
NumPy;Python;1
Python;Amazon Web Services;5
Amazon Web Services;Python;5
Python;Neural Networks;1
Neural Networks;Python;1
Python;Metatrader;1
Metatrader;Python;1
Python;Ubuntu;3
Ubuntu;Python;3
Python;Nginx;1
Nginx;Python;1
Python;Computer Vision;1
Computer Vision;Python;1
Python;Computer Science;2
Computer Science;Python;2
Python;Regular Expressions;1
Regular Expressions;Python;1
Python;Bash Scripting;2
Bash Scripting;Python;2
Python;Full Stack Development;3
Full Stack Development;Python;3
Python;Image Processing;3
Image Processing;Python;3
Python;Game Development;1
Game Development;Python;1
Python;Solidity;1
Solidity;Python;1
Python;Smart Contracts;1
Smart Contracts;Python;1
Python;Blender;1
Blender;Python;1
Python;Redux.js;1
Redux.js;Python;1
Python;Twitter API;1
Twitter API;Python;1
Python;Google APIs;2
Google APIs;Python;2
Python;AngularJS;1
AngularJS;Python;1
Python;ERP;2
ERP;Python;2
Python;Odoo;1
Odoo;Python;1
Python;PostgreSQL;4
PostgreSQL;Python;4
Python;Pascal;1
Pascal;Python;1
Python;Network Engineering;2
Network Engineering;Python;2
Python;OCR;2
OCR;Python;2
Python;iOS Development;1
iOS Development;Python;1
Python;Perl;2
Perl;Python;2
Python;Facebook API;1
Facebook API;Python;1
Python;Unity 3D;1
Unity 3D;Python;1
Python;Neo4j;1
Neo4j;Python;1
Python;Natural Language;2
Natural Language;Python;2
Python;Database Programming;2
Database Programming;Python;2
Python;Graphical User Interface (GUI);2
Graphical User Interface (GUI);Python;2
Python;Cryptography;1
Cryptography;Python;1
Python;MongoDB;1
MongoDB;Python;1
Python;MariaDB;1
MariaDB;Python;1
Python;CUDA;1
CUDA;Python;1
Python;Matlab and Mathematica;1
Matlab and Mathematica;Python;1
Python;Engineering Mathematics;1
Engineering Mathematics;Python;1
Python;Data Scraping;1
Data Scraping;Python;1
Python;Scripting;1
Scripting;Python;1
Python;Map Reduce;1
Map Reduce;Python;1
Python;Kubernetes;2
Kubernetes;Python;2
Python;Git;2
Git;Python;2
Python;Test Automation;1
Test Automation;Python;1
Python;Testing / QA;1
Testing / QA;Python;1
Python;JSON;2
JSON;Python;2
Python;Network Administration;2
Network Administration;Python;2
Python;Local Area Networking;1
Local Area Networking;Python;1
Python;Selenium Webdriver;2
Selenium Webdriver;Python;2
Python;Bootstrap;2
Bootstrap;Python;2
Python;AJAX;1
AJAX;Python;1
Python;Automation;1
Automation;Python;1
Python;Teaching/Lecturing;1
Teaching/Lecturing;Python;1
Python;Pattern Matching;1
Pattern Matching;Python;1
Python;Video Hardware;1
Video Hardware;Python;1
Python;Hardware Security Module;1
Hardware Security Module;Python;1
Python;Visual Basic;1
Visual Basic;Python;1
Python;Object Oriented Programming (OOP);1
Object Oriented Programming (OOP);Python;1
Python;Simplified Chinese (China);1
Simplified Chinese (China);Python;1
Python;Server;1
Server;Python;1
Python;Spark;1
Spark;Python;1
Python;Laravel;1
Laravel;Python;1
Python;Cloud Computing;1
Cloud Computing;Python;1
Python;Google Maps API;1
Google Maps API;Python;1
Python;Redis;1
Redis;Python;1
Python;Heroku;1
Heroku;Python;1
Python;BeautifulSoup;1
BeautifulSoup;Python;1
Architectural Rendering;Architectural Engineering;3
Architectural Engineering;Architectural Rendering;3
Architectural Rendering;3D Rendering;2
3D Rendering;Architectural Rendering;2
Architectural Rendering;3D Modelling;2
3D Modelling;Architectural Rendering;2
Architectural Rendering;Building Architecture;3
Building Architecture;Architectural Rendering;3
Architectural Rendering;Interior Design;3
Interior Design;Architectural Rendering;3
Architectural Rendering;Local Job;1
Local Job;Architectural Rendering;1
Architectural Rendering;Landscape Design;1
Landscape Design;Architectural Rendering;1
Architectural Engineering;3D Rendering;2
3D Rendering;Architectural Engineering;2
Architectural Engineering;3D Modelling;1
3D Modelling;Architectural Engineering;1
Architectural Engineering;Building Architecture;2
Building Architecture;Architectural Engineering;2
Architectural Engineering;Interior Design;1
Interior Design;Architectural Engineering;1
Architectural Engineering;Local Job;1
Local Job;Architectural Engineering;1
Architectural Engineering;AutoCAD;1
AutoCAD;Architectural Engineering;1
User Interface / IA;User Experience Design;15
User Experience Design;User Interface / IA;15
User Interface / IA;HTML5;2
HTML5;User Interface / IA;2
User Interface / IA;JavaScript;3
JavaScript;User Interface / IA;3
User Interface / IA;System Admin;1
System Admin;User Interface / IA;1
User Interface / IA;User Interface Design;5
User Interface Design;User Interface / IA;5
User Interface / IA;Figma;2
Figma;User Interface / IA;2
User Interface / IA;Webflow;1
Webflow;User Interface / IA;1
User Interface / IA;JavaFX;1
JavaFX;User Interface / IA;1
User Interface / IA;Swing (Java);1
Swing (Java);User Interface / IA;1
User Interface / IA;Graphical User Interface (GUI);2
Graphical User Interface (GUI);User Interface / IA;2
User Interface / IA;Adobe Illustrator;1
Adobe Illustrator;User Interface / IA;1
User Interface / IA;Front-end Design;1
Front-end Design;User Interface / IA;1
User Interface / IA;React.js;1
React.js;User Interface / IA;1
User Interface / IA;GraphQL;1
GraphQL;User Interface / IA;1
User Interface / IA;Amazon Web Services;1
Amazon Web Services;User Interface / IA;1
